source_channel,source_id,post_id,reply_id,media_id
-1001736828635,17677,3368,,
-1001387701698,26398,3369,,
-1001205641526,66032,3370,,
-1001175084215,112886,3371,,
-1001731636769,3197,3372,3320,
-1001326223284,40756,3373,,
-1001099737840,23024,3374,,
-1001296487842,52524,3375,3323,
-1001175084215,112887,3378,,
-1001627480627,11804,3379,,
-1001296487842,52525,3380,,
-1001355310059,45916,3381,,
-1001498939244,32272,3382,3364,
-1001205641526,66033,3383,3357,
-1001759230769,10187,3384,,
-1001736828635,17680,3385,,
-1001355310059,45917,3386,,
-1001543896043,569,3387,,
-1001627480627,11805,3388,,
-1001736828635,17681,3389,,
-1001296487842,52526,3390,,
-1001175084215,112888,3391,,
-1001736828635,17682,3392,,
-1001082968817,21330,3394,,
-1001175084215,112889,3396,,
-1001673614390,4370,3397,,
-1001387701698,26399,3398,,
-1001296487842,52527,3399,,
-1001205641526,66034,3400,3383,
-1001076431027,37481,3401,,
-1001355310059,45918,3402,,
-1001175084215,112890,3403,,
-1001736828635,17683,3406,,
-1001627480627,11806,3407,,
-1001736828635,17684,3408,,
-1001175084215,112891,3409,,
-1001205641526,66035,3410,3349,
-1001736828635,17685,3411,,
-1001175084215,112892,3412,3409,
-1001205641526,66036,3413,,
-1001101170442,183935,3414,,
-1001387701698,26400,3415,,
-1001850958866,647,3416,,
-1001205641526,66037,3417,3410,
-1001673614390,4371,3418,,
-1001175084215,112893,3419,3412,
-1001296487842,52528,3420,,
-1001260622817,45832,3421,,
-1001101170442,183936,3422,,
-1001205641526,66038,3423,,
-1001387701698,26401,3424,,
-1001175084215,112894,3425,,
-1001101170442,183937,3426,,
-1001708761316,17792,3427,,
-1001296487842,52529,3428,,
-1001076431027,37482,3429,,
-1001296487842,52530,3430,,
-1001627480627,11807,3431,,
-1001387701698,26402,3432,3424,
-1001627480627,11808,3433,,
-1001099737840,23025,3434,,
-1001355310059,45919,3435,,
-1001093357968,13442,3436,,
-1001076431027,37483,3437,,
-1001452778151,24301,3438,,
-1001296487842,52531,3439,,
-1001076431027,37484,3440,3278,
-1001498939244,32275,3441,,
-1001355310059,45920,3442,,
-1001296487842,52532,3443,,
-1001708761316,17793,3444,,
-1001452778151,24302,3445,,
-1001627480627,11809,3446,,
-1001253415143,21099,3447,,
-1001736828635,17686,3448,,
-1001296487842,52533,3449,,
-1001175084215,112895,3450,,
-1001850958866,648,3451,,
-1001355310059,45921,3452,,
-1001101170442,183938,3453,,
-1001627480627,11810,3454,,
-1001205641526,66039,3455,,
-1001149896996,26533,3456,,
-1001355310059,45922,3457,,
-1001413275904,39870,3458,,
-1001387701698,26403,3459,,
-1001296487842,52534,3460,,
-1001175084215,112896,3461,,
-1001101806611,68896,3462,,
-1001736828635,17687,3463,,
-1001205641526,66040,3464,,
-1001498939244,32276,3465,,
-1001413275904,39871,3466,,
-1001101806611,68898,3467,,
-1001076431027,37485,3468,,
-1001708761316,17794,3469,,
-1001296487842,52535,3470,,
-1001627480627,11811,3471,,
-1001205641526,66041,3472,,
-1001135021433,8967,3475,,
-1001099737840,23026,3476,,
-1001175084215,112897,3477,,
-1001641260594,3721,3478,,
-1001205641526,66042,3479,3464,
-1001101170442,183939,3480,,
-1001543896043,570,3481,,
-1001296487842,52536,3482,,
-1001355540894,30725,3483,,
-1001355310059,45923,3484,,
-1001175084215,112898,3485,,
-1001387701698,26404,3486,,
-1001205641526,66043,3487,3479,
-1001498939244,32277,3488,,
-1001260622817,45833,3489,,
-1001355310059,45924,3490,,
-1001759230769,10188,3491,,
-1001076431027,37486,3492,,
-1001101170442,183940,3493,,
-1001627480627,11812,3494,,
-1001413275904,39872,3495,,
-1001296487842,52537,3496,,
-1001175084215,112899,3497,,
-1001101170442,183941,3498,,
-1001452778151,24306,3499,,
-1001736828635,17688,3500,,
-1001355310059,45925,3501,3452,
-1001296487842,52538,3502,,
-1001498939244,32278,3503,,
-1001355540894,30726,3504,,
-1001101806611,68901,3505,,
-1001850958866,649,3506,,
-1001205641526,66044,3507,,
-1001708761316,17795,3508,,
-1001627480627,11813,3509,,
-1001387701698,26405,3510,,
-1001296487842,52539,3511,,
-1001498939244,32279,3512,3503,
-1001253415143,21100,3513,,
-1001355310059,45926,3514,,
-1001673614390,4372,3515,,
-1001627480627,11814,3516,,
-1001387701698,26406,3517,,
-1001175084215,112900,3518,,
-1001413275904,39873,3519,,
-1001387701698,26407,3520,,
-1001205641526,66045,3521,,
-1001387701698,26408,3522,3517,
-1001261746950,26838,3523,,
-1001850958866,650,3524,,
-1001326223284,40757,3525,,
-1001498939244,32280,3526,3503,
-1001498939244,32281,3527,,
-1001498939244,32282,3528,,
-1001135021433,8968,3529,,
-1001175084215,112901,3530,,
-1001101806611,68902,3531,,
-1001355540894,30727,3532,,
-1001260622817,45834,3533,,
-1001260622817,45835,3534,,
-1001850958866,651,3535,,
-1001708761316,17796,3536,,
-1001093357968,13443,3537,,
-1001318802260,22291,3538,,
-1001498939244,32283,3539,,
-1001850958866,652,3540,,
-1001296487842,52540,3541,,
-1001452778151,24307,3542,,
-1001627480627,11815,3543,,
-1001413275904,39874,3544,,
-1001101806611,68903,3545,,
-1001296487842,52541,3546,,
-1001759230769,10189,3547,,
-1001736828635,17689,3548,,
-1001175084215,112902,3549,,
-1001413275904,39875,3550,,
-1001736828635,17690,3551,,
-1001498939244,32284,3552,,
-1001413275904,39876,3553,,
-1001736828635,17691,3554,,
-1001205641526,66047,3555,,
-1001101170442,183942,3556,,
-1001355310059,45927,3557,,
-1001175084215,112903,3558,,
-1001101806611,68904,3559,,
-1001627480627,11816,3560,,
-1001736828635,17692,3561,,
-1001736828635,17693,3562,,
-1001076431027,37487,3563,,
-1001767825089,2622,3564,,
-1001498939244,32285,3565,,
-1001205641526,66048,3566,,
-1001641260594,3722,3567,,
-1001253415143,21101,3568,,
-1001076431027,37488,3569,,
-1001296487842,52543,3570,,
-1001175084215,112904,3571,,
-1001413275904,39877,3572,,
-1001205641526,66049,3573,,
-1001736828635,17694,3574,,
-1001387701698,26409,3575,,
-1001076431027,37489,3576,3180,
-1001261746950,26839,3577,,
-1001205641526,66050,3578,3573,
-1001387701698,26410,3579,3575,
-1001627480627,11817,3580,,
-1001296487842,52544,3581,,
-1001296487842,52545,3582,,
-1001175084215,112905,3583,,
-1001101806611,68905,3584,,
-1001759230769,10190,3585,,
-1001296487842,52546,3586,,
-1001673614390,4373,3587,,
-1001543896043,571,3588,,
-1001355310059,45928,3589,,
-1001413275904,39878,3590,,
-1001731636769,3198,3591,,
-1001498939244,32286,3592,,
-1001093357968,13444,3593,,
-1001261746950,26840,3594,,
-1001296487842,52547,3595,,
-1001641260594,3723,3596,,
-1001627480627,11818,3597,,
-1001205641526,66051,3598,3573,
-1001205641526,66052,3599,,
-1001175084215,112906,3600,,
-1001260622817,45836,3601,,
-1001731636769,3199,3602,3591,
-1001296487842,52548,3603,,
-1001355540894,30728,3604,,
-1001355310059,45929,3605,,
-1001175084215,112907,3606,,
-1001413275904,39879,3607,,
-1001759230769,10191,3608,,
-1001175084215,112908,3609,,
-1001498939244,32287,3610,,
-1001769400021,458,3611,,
-1001594428146,12018,3612,,
-1001101806611,68906,3613,,
-1001205641526,66053,3614,3578,
-1001205641526,66054,3615,3598,
-1001736828635,17695,3616,,
-1001101170442,183943,3617,2820,
-1001205641526,66055,3618,,
-1001708761316,17797,3619,,
-1001641260594,3724,3620,,
-1001296487842,52553,3621,,
-1001175084215,112909,3622,,
-1001101806611,68907,3623,,
-1001260622817,45837,3624,,
-1001736828635,17696,3625,,
-1001175084215,112910,3626,,
-1001673614390,4374,3627,,
-1001736828635,17697,3628,,
-1001498939244,32288,3629,,
-1001205641526,66056,3630,,
-1001175084215,112911,3631,,
-1001175084215,112912,3632,,
-1001101806611,68908,3633,,
-1001627480627,11819,3634,,
-1001736828635,17698,3635,,
-1001498939244,32289,3636,,
-1001413275904,39880,3637,2012,
-1001673614390,4375,3638,,
-1001731636769,3200,3639,,
-1001076431027,37490,3640,,
-1001583313036,6083,3641,,
-1001708761316,17798,3642,,
-1001850958866,653,3643,,
-1001736828635,17699,3644,,
-1001498939244,32290,3645,,
-1001452778151,24308,3646,2264,
-1001223955273,2120,3647,,
-1001641260594,3725,3648,,
-1001355310059,45930,3649,,
-1001731636769,3201,3650,,
-1001641260594,3726,3651,,
-1001296487842,52562,3652,,
-1001101806611,68909,3653,,
-1001627480627,11820,3654,,
-1001296487842,52563,3655,,
-1001498939244,32291,3656,,
-1001387701698,26411,3657,,
-1001452778151,24309,3658,3438,
-1001011817559,19460,3659,,
-1001149896996,26534,3660,,
-1001850958866,654,3661,3506,
-1001101170442,183944,3662,,
-1001355310059,45931,3663,,
-1001727181613,5030,3664,,
-1001641260594,3727,3665,,
-1001583313036,6084,3666,,
-1001767825089,2623,3667,,
-1001101170442,183945,3668,,
-1001759230769,10192,3669,,
-1001736828635,17702,3670,,
-1001355310059,45932,3671,,
-1001296487842,52564,3672,,
-1001101170442,183946,3673,3426,
-1001452778151,24310,3674,,
-1001393505038,15022,3675,,
-1001594428146,12019,3676,,
-1001413275904,39881,3677,,
-1001513431778,4793,3678,,
-1001736828635,17703,3679,,
-1001708761316,17799,3680,,
-1001584480250,5968,3683,,
-1001296487842,52565,3684,,
-1001627480627,11823,3685,,
-1001355310059,45933,3686,3605,
-1001577023152,4436,3687,,
-1001736828635,17704,3688,,
-1001513431778,4794,3689,,
-1001101170442,183947,3690,,
-1001355310059,45934,3691,3386,
-1001736828635,17705,3692,,
-1001260622817,45839,3693,,
-1001101806611,68910,3694,,
-1001584480250,5969,3695,,
-1001513431778,4795,3696,,
-1001076431027,37493,3697,,
-1001149657308,86276,3698,,
-1001076431027,37494,3699,,
-1001498939244,32292,3700,,
-1001759230769,10193,3701,,
-1001413275904,39882,3702,,
-1001296487842,52566,3703,,
-1001101170442,183948,3704,,
-1001326223284,40758,3705,3525,
-1001101170442,183949,3706,,
-1001475054987,2226,3707,,
-1001296487842,52567,3708,,
-1001101806611,68911,3709,,
-1001413275904,39883,3710,,
-1001102909292,28396,3720,,
-1001101170442,183950,3721,,
-1001736828635,17706,3722,,
-1001513431778,4796,3723,,
-1001355540894,30734,3724,,
-1001101170442,183951,3725,,
-1001413275904,39884,3726,,
-1001326223284,40759,3727,3705,
-1001101806611,68912,3730,,
-1001355310059,45935,3731,,
-1001175084215,112913,3732,,
-1001205641526,66057,3733,,
-1001498939244,32295,3734,,
-1001727181613,5031,3735,,
-1001149657308,86277,3736,,
-1001452778151,24311,3737,,
-1001205641526,66058,3738,,
-1001355540894,30735,3739,,
-1001296487842,52568,3740,,
-1001736828635,17707,3741,,
-1001736828635,17708,3742,,
-1001260622817,45840,3743,,
-1001708761316,17800,3744,,
-1001101170442,183952,3745,,
-1001708761316,17801,3746,,
-1001101806611,68913,3747,,
-1001513431778,4797,3748,,
-1001387701698,26412,3749,,
-1001149657308,86278,3750,,
-1001175084215,112914,3751,,
-1001736828635,17709,3752,,
-1001413275904,39885,3753,,
-1001387701698,26413,3754,,
-1001326223284,40760,3755,3727,
-1001205641526,66059,3756,,
-1001101170442,183953,3757,,
-1001175084215,112915,3758,,
-1001076431027,37495,3759,,
-1001101170442,183954,3760,,
-1001205641526,66060,3761,,
-1001426514777,434,3762,,
-1001736828635,17711,3763,,
-1001759230769,10194,3764,,
-1001413275904,39886,3765,,
-1001577023152,4437,3766,,
-1001101170442,183955,3767,,
-1001355540894,30736,3768,,
-1001149657308,86279,3769,,
-1001296487842,52574,3770,,
-1001101170442,183956,3771,,
-1001175084215,112916,3772,,
-1001101806611,68914,3773,,
-1001296487842,52575,3774,,
-1001101170442,183957,3775,,
-1001759230769,10195,3776,,
-1001850958866,655,3777,,
-1001102909292,28397,3778,,
-1001076431027,37496,3779,,
-1001355310059,45936,3780,,
-1001355310059,45937,3781,,
-1001296487842,52576,3782,,
-1001498939244,32296,3783,,
-1001205641526,66061,3784,3733,
-1001296487842,52577,3785,,
-1001175084215,112917,3786,,
-1001736828635,17712,3787,,
-1001076431027,37497,3788,,
-1001413275904,39887,3789,,
-1001296487842,52578,3790,,
-1001175084215,112918,3791,,
-1001543896043,573,3792,,
-1001326223284,40761,3793,3755,
-1001260622817,45842,3794,,
-1001101806611,68915,3795,,
-1001205641526,66062,3796,3598,
-1001175084215,112919,3797,,
-1001413275904,39888,3798,,
-1001673614390,4376,3799,,
-1001093357968,13446,3800,,
-1001101170442,183958,3801,3662,
-1001149657308,86280,3802,,
-1001076431027,37498,3803,,
-1001296487842,52579,3804,,
-1001076431027,37499,3805,2001,
-1001413275904,39889,3806,,
-1001452778151,24312,3807,,
-1001513431778,4798,3808,,
-1001355310059,45938,3809,,
-1001326223284,40762,3810,3793,
-1001076431027,37500,3811,,
-1001076431027,37501,3812,,
-1001175084215,112920,3813,,
-1001101170442,183959,3814,3673,
-1001387701698,26414,3815,,
-1001296487842,52582,3816,,
-1001205641526,66063,3817,3733,
-1001355540894,30737,3821,,
-1001261746950,26841,3822,,
-1001260622817,45843,3823,,
-1001673614390,4377,3828,,
-1001149896996,26535,3829,,
-1001708761316,17802,3830,,
-1001149657308,86281,3831,,
-1001101170442,183964,3832,,
-1001177424903,22154,3833,,
-1001759230769,10196,3834,,
-1001175084215,112921,3835,,
-1001101170442,183965,3836,,
-1001076431027,37505,3837,,
-1001413275904,39890,3838,,
-1001513431778,4799,3839,,
-1001452778151,24313,3840,,
-1001355310059,45939,3841,3360,
-1001296487842,52583,3842,,
-1001736828635,17713,3843,,
-1001296487842,52584,3844,,
-1001736828635,17714,3845,,
-1001260622817,45844,3846,,
-1001101170442,183966,3847,,
-1001076431027,37507,3848,3811,
-1001594428146,12020,3849,,
-1001093357968,13447,3850,,
-1001082968817,21332,3851,,
-1001736828635,17715,3852,,
-1001101806611,68916,3853,,
-1001205641526,66064,3854,,
-1001296487842,52585,3855,,
-1001240262412,8045,3856,,
-1001175084215,112922,3857,,
-1001149657308,86282,3858,,
-1001355310059,45940,3859,,
-1001658917464,4111,3860,,
-1001413275904,39891,3861,,
-1001627480627,11824,3862,,
-1001619608359,2620,3863,,
-1001619608359,2621,3864,,
-1001355310059,45941,3865,,
-1001101806611,68917,3866,,
-1001627480627,11825,3870,,
-1001627480627,11826,3871,,
-1001296487842,52588,3872,,
-1001355310059,45945,3873,,
-1001175084215,112923,3874,,
-1001101170442,183967,3875,,
-1001318802260,22293,3876,,
-1001205641526,66065,3877,,
-1001452778151,24314,3878,,
-1001093357968,13448,3879,,
-1001584480250,5970,3880,,
-1001627480627,11827,3881,,
-1001101806611,68918,3882,,
-1001708761316,17803,3883,,
-1001355540894,30738,3884,,
-1001175084215,112924,3885,,
-1001731636769,3203,3886,,
-1001149657308,86283,3887,,
-1001101170442,183968,3888,,
-1001135021433,8974,3889,,
-1001452778151,24315,3890,,
-1001850958866,656,3891,,
-1001296487842,52589,3892,,
-1001759230769,10197,3893,,
-1001175084215,112925,3894,,
-1001261746950,26842,3895,,
-1001387701698,26415,3896,,
-1001175084215,112926,3897,,
-1001850958866,657,3901,,
-1001296487842,52590,3902,,
-1001452778151,24316,3903,,
-1001736828635,17716,3907,,
-1001101170442,183969,3908,,
-1001355310059,45946,3909,,
-1001074511071,13990,3910,,
-1001205641526,66066,3911,,
-1001101170442,183970,3915,3556,
-1001175084215,112927,3916,,
-1001355310059,45947,3917,,
-1001708761316,17804,3918,,
-1001355540894,30739,3919,,
-1001413275904,39895,3920,,
-1001736828635,17717,3921,,
-1001594428146,12021,3922,,
-1001101806611,68920,3923,,
-1001619608359,2622,3924,,
-1001355310059,45948,3925,,
-1001296487842,52591,3926,,
-1001011817559,19461,3927,,
-1001387701698,26416,3928,,
-1001205641526,66067,3929,,
-1001850958866,658,3930,3451,
-1001149657308,86284,3931,,
-1001498939244,32297,3932,,
-1001736828635,17718,3933,,
-1001175084215,112928,3934,,
-1001736828635,17719,3935,,
-1001387701698,26417,3936,,
-1001627480627,11828,3937,,
-1001708761316,17805,3938,,
-1001149896996,26537,3939,,
-1001205641526,66068,3940,3929,
-1001759230769,10198,3941,,
-1001260622817,45846,3942,,
-1001102909292,28398,3943,,
-1001452778151,24317,3944,,
-1001736828635,17720,3945,,
-1001175084215,112929,3946,,
-1001296487842,52597,3947,,
-1001413275904,39896,3948,,
-1001355540894,30740,3949,,
-1001498939244,32298,3950,3932,
-1001101170442,183971,3951,,
-1001260622817,45847,3952,,
-1001175084215,112930,3953,,
-1001175084215,112931,3954,,
-1001101170442,183972,3955,,
-1001326223284,40764,3956,,
-1001175084215,112932,3957,,
-1001149657308,86285,3958,,
-1001296487842,52598,3959,,
-1001177424903,22155,3960,,
-1001102909292,28399,3961,,
-1001253415143,21108,3962,,
-1001736828635,17721,3963,,
-1001673614390,4380,3964,,
-1001759230769,10199,3965,,
-1001175084215,112933,3966,,
-1001850958866,659,3967,,
-1001296487842,52599,3968,,
-1001355310059,45949,3969,,
-1001498939244,32299,3970,,
-1001205641526,66071,3971,,
-1001498939244,32300,3972,,
-1001413275904,39897,3973,,
-1001708761316,17806,3974,,
-1001387701698,26418,3975,,
-1001099737840,23031,3976,,
-1001175084215,112934,3977,,
-1001201459971,4226,3978,,
-1001543896043,575,3979,,
-1001101170442,183973,3983,,
-1001736828635,17722,3984,,
-1001355540894,30741,3985,,
-1001101170442,183974,3986,3915,
-1001731636769,3204,3987,,
-1001101170442,183975,3988,,
-1001413275904,39898,3989,,
-1001759230769,10200,3990,,
-1001101806611,68924,3991,,
-1001101170442,183976,3992,3721,
-1001296487842,52604,3994,,
-1001253415143,21109,3995,,
-1001602838096,2490,3996,,
-1001498939244,32302,3997,,
-1001101170442,183977,3998,,
-1001076431027,37514,3999,,
-1001260622817,45848,4000,,
-1001736828635,17723,4007,,
-1001632157043,1865,4008,,
-1001318802260,22294,4009,,
-1001627480627,11829,4010,,
-1001355310059,45950,4011,,
-1001296487842,52605,4012,,
-1001727181613,5032,4013,,
-1001583313036,6085,4016,,
-1001149657308,86288,4017,,
-1001850958866,660,4018,,
-1001101170442,183978,4019,,
-1001296487842,52606,4020,,
-1001736828635,17724,4021,,
-1001101170442,183979,4022,,
-1001076431027,37523,4023,3576,
-1001355310059,45951,4024,3925,
-1001296487842,52607,4025,,
-1001355540894,30742,4026,,
-1001205641526,66072,4027,,
-1001296487842,52608,4028,,
-1001850958866,661,4029,,
-1001736828635,17725,4030,,
-1001413275904,39899,4031,,
-1001076431027,37524,4032,,
-1001296487842,52609,4033,,
-1001082968817,21333,4034,,
-1001149657308,86289,4035,,
-1001708761316,17807,4036,,
-1001205641526,66073,4040,,
-1001759230769,10201,4047,,
-1001355310059,45952,4048,,
-1001850958866,662,4049,,
-1001594428146,12022,4050,,
-1001102909292,28400,4051,,
-1001498939244,32303,4052,,
-1001205641526,66074,4053,4040,
-1001175084215,112935,4054,,
-1001426514777,435,4055,,
-1001426514777,436,4056,,
-1001011817559,19462,4066,,
-1001296487842,52610,4067,,
-1001149896996,26538,4068,,
-1001413275904,39900,4069,,
-1001296487842,52611,4070,,
-1001498939244,32304,4071,,
-1001149896996,26539,4072,,
-1001205641526,66075,4073,,
-1001149896996,26540,4074,,
-1001731636769,3205,4075,,
-1001708761316,17808,4076,,
-1001475054987,2227,4077,,
-1001260622817,45850,4078,,
-1001101170442,183980,4079,3998,
-1001093357968,13449,4080,,
-1001759230769,10202,4081,,
-1001387701698,26419,4082,,
-1001175084215,112936,4083,,
-1001205641526,66076,4084,,
-1001082968817,21335,4085,,
-1001175084215,112937,4086,,
-1001498939244,32305,4087,,
-1001759230769,10203,4088,,
-1001260622817,45851,4089,,
-1001296487842,52612,4090,4070,
-1001205641526,66080,4091,,
-1001175084215,112938,4092,,
-1001355310059,45953,4093,,
-1001093357968,13450,4094,,
-1001296487842,52613,4095,,
-1001727181613,5033,4096,,
-1001101170442,183981,4097,,
-1001261746950,26843,4098,,
-1001513431778,4800,4099,,
-1001708761316,17809,4100,,
-1001101170442,183982,4101,,
-1001101170442,183983,4102,,
-1001355540894,30743,4103,,
-1001205641526,66081,4104,,
-1001296487842,52614,4105,,
-1001101170442,183984,4106,,
-1001205641526,66082,4107,,
-1001175084215,112939,4108,,
-1001736828635,17726,4109,,
-1001101806611,68934,4110,,
-1001673614390,4381,4111,,
-1001850958866,663,4112,,
-1001076431027,37534,4113,,
-1001413275904,39901,4114,,
-1001498939244,32306,4115,,
-1001296487842,52615,4116,,
-1001205641526,66083,4119,,
-1001076431027,37535,4120,,
-1001149657308,86295,4121,,
-1001082968817,21336,4122,,
-1001296487842,52616,4123,,
-1001736828635,17727,4124,,
-1001355540894,30744,4125,,
-1001135021433,8975,4126,,
-1001355310059,45954,4127,,
-1001759230769,10204,4128,,
-1001708761316,17810,4129,,
-1001205641526,66086,4133,,
-1001543896043,576,4134,,
-1001260622817,45853,4135,,
-1001175084215,112940,4136,,
-1001149657308,86296,4137,,
-1001296487842,52617,4138,3770,
-1001326223284,40768,4139,,
-1001082968817,21337,4140,,
-1001469021333,14535,4144,,
-1001076431027,37539,4147,,
-1001076431027,37540,4148,,
-1001177424903,22156,4149,,
-1001296487842,52618,4150,,
-1001175084215,112941,4151,,
-1001355540894,30745,4152,,
-1001101806611,68935,4153,,
-1001076431027,37541,4154,,
-1001759230769,10205,4155,,
-1001355310059,45955,4156,,
-1001296487842,52619,4157,,
-1001033134963,9654,4158,,
-1001101170442,183985,4159,,
-1001413275904,39902,4160,,
-1001452778151,24319,4161,,
-1001736828635,17728,4162,,
-1001011817559,19463,4163,,
-1001149896996,26541,4164,,
-1001452778151,24320,4165,,
-1001101170442,183986,4166,,
-1001452778151,24321,4167,,
-1001101170442,183987,4168,,
-1001452778151,24322,4169,,
-1001149896996,26542,4170,,
-1001175084215,112942,4171,,
-1001452778151,24323,4172,,
-1001205641526,66088,4173,,
-1001205641526,66089,4174,,
-1001850958866,664,4175,,
-1001296487842,52620,4176,,
-1001736828635,17729,4177,,
-1001101170442,183988,4178,,
-1001101170442,183989,4179,,
-1001149657308,86297,4180,,
-1001101170442,183990,4183,,
-1001260622817,45854,4184,,
-1001101170442,183991,4185,,
-1001175084215,112943,4186,,
-1001152463236,29828,4187,,
-1001101170442,183992,4188,,
-1001102909292,28403,4189,,
-1001355540894,30746,4190,,
-1001074354585,92691,4191,,
-1001101170442,183993,4192,,
-1001175084215,112944,4193,4151,
-1001074354585,92692,4194,,
-1001177424903,22157,4195,,
-1001355310059,45956,4196,3386,
-1001175084215,112945,4197,,
-1001152463236,29829,4198,,
-1001152463236,29830,4199,,
-1001101806611,68938,4200,,
-1001355310059,45957,4201,,
-1001759230769,10206,4202,,
-1001708761316,17811,4203,,
-1001736828635,17730,4204,,
-1001135021433,8976,4205,,
-1001149657308,86298,4206,,
-1001175084215,112946,4207,,
-1001296487842,52623,4208,,
-1001076431027,37542,4209,,
-1001355540894,30747,4210,,
-1001498939244,32307,4211,,
-1001101170442,183994,4212,,
-1001413275904,39903,4213,,
-1001152463236,29833,4214,,
-1001355310059,45958,4215,3386,
-1001175084215,112947,4216,,
-1001101170442,183995,4217,,
-1001296487842,52624,4218,,
-1001318802260,22295,4219,,
-1001283996236,79,4220,,
-1001452778151,24324,4221,,
-1001708761316,17812,4222,,
-1001413275904,39904,4223,,
-1001736828635,17731,4224,,
-1001101806611,68939,4225,,
-1001149896996,26543,4226,,
-1001260622817,45855,4227,,
-1001175084215,112948,4228,,
-1001149657308,86299,4229,,
-1001296487842,52625,4230,,
-1001452778151,24325,4231,,
-1001152463236,29834,4232,,
-1001393505038,15023,4233,,
-1001426514777,437,4234,,
-1001736828635,17732,4235,,
-1001102909292,28404,4236,,
-1001355310059,45959,4237,,
-1001708761316,17813,4238,,
-1001260622817,45856,4239,,
-1001101806611,68940,4240,,
-1001101170442,183996,4241,,
-1001498939244,32308,4242,,
-1001708761316,17814,4243,4238,
-1001543896043,577,4244,,
-1001727181613,5034,4245,,
-1001387701698,26422,4246,,
-1001175084215,112949,4247,,
-1001850958866,665,4251,,
-1001011817559,19464,4252,,
-1001736828635,17733,4253,,
-1001152463236,29835,4254,,
-1001149896996,26544,4255,,
-1001296487842,52626,4256,,
-1001261746950,26844,4257,,
-1001149657308,86300,4258,,
-1001205641526,66090,4259,,
-1001205641526,66091,4260,,
-1001759230769,10207,4261,,
-1001074354585,92693,4262,,
-1001175084215,112950,4263,,
-1001469021333,14536,4264,,
-1001767825089,2624,4265,,
-1001355540894,30748,4266,,
-1001736828635,17734,4267,,
-1001205641526,66092,4268,,
-1001543896043,578,4269,,
-1001355310059,45960,4270,,
-1001215462939,42115,4271,,
-1001101170442,183997,4272,,
-1001850958866,666,4273,,
-1001584480250,5971,4274,,
-1001253415143,21127,4275,,
-1001076431027,37546,4276,,
-1001177424903,22158,4277,,
-1001175084215,112952,4278,,
-1001296487842,52627,4279,,
-1001076431027,37547,4280,,
-1001413275904,39905,4281,,
-1001101170442,183998,4282,,
-1001205641526,66093,4283,,
-1001201459971,4227,4284,,
-1001149657308,86301,4285,,
-1001850958866,667,4286,,
-1001149896996,26545,4287,,
-1001736828635,17735,4288,,
-1001205641526,66094,4292,,
-1001076431027,37548,4293,,
-1001583313036,6089,4294,,
-1001452778151,24327,4295,,
-1001296487842,52628,4296,,
-1001731636769,3206,4297,,
-1001076431027,37549,4298,,
-1001355310059,45961,4299,,
-1001205641526,66095,4300,,
-1001033134963,9655,4301,,
-1001261746950,26845,4302,,
-1001296487842,52629,4303,,
-1001413275904,39906,4304,,
-1001101806611,68941,4305,,
-1001149657308,86302,4306,,
-1001205641526,66096,4307,,
-1001076431027,37550,4308,,
-1001498939244,32312,4309,,
-1001175084215,112953,4310,,
-1001101170442,183999,4311,4272,
-1001177424903,22159,4312,,
-1001355540894,30749,4313,,
-1001102909292,28405,4314,,
-1001175084215,112954,4315,,
-1001736828635,17736,4318,,
-1001296487842,52630,4319,,
-1001296487842,52631,4320,,
-1001119518112,6739,4323,,
-1001215462939,42116,4324,,
-1001736828635,17737,4325,,
-1001101170442,184002,4326,,
-1001076431027,37551,4327,,
-1001736828635,17738,4328,,
-1001513431778,4805,4329,,
-1001452778151,24328,4330,,
-1001583313036,6090,4331,,
-1001076431027,37552,4332,,
-1001076431027,37553,4333,,
-1001296487842,52639,4334,,
-1001101806611,68942,4335,,
-1001177424903,22160,4342,,
-1001076431027,37557,4343,,
-1001093357968,13451,4344,,
-1001759230769,10208,4345,,
-1001355310059,45962,4346,,
-1001543896043,579,4347,,
-1001296487842,52640,4348,,
-1001326223284,40770,4349,,
-1001175084215,112955,4350,,
-1001149657308,86303,4351,,
-1001135021433,8977,4352,,
-1001413275904,39907,4353,,
-1001101170442,184003,4354,,
-1001175084215,112956,4357,,
-1001387701698,26425,4358,,
-1001260622817,45859,4359,,
-1001101170442,184004,4360,,
-1001850958866,668,4361,,
-1001296487842,52644,4362,,
-1001727181613,5035,4363,,
-1001175084215,112959,4364,4350,
-1001076431027,37560,4365,,
-1001513431778,4806,4366,,
-1001076431027,37561,4367,,
-1001093357968,13452,4368,,
-1001584480250,5972,4369,,
-1001296487842,52645,4370,,
-1001175084215,112960,4371,,
-1001658917464,4112,4372,,
-1001602838096,2491,4373,,
-1001149657308,86304,4374,,
-1001076431027,37562,4375,,
-1001074354585,92698,4376,,
-1001355310059,45963,4380,,
-1001074511071,13991,4381,,
-1001102909292,28406,4382,,
-1001413275904,39908,4383,,
-1001498939244,32315,4384,,
-1001658917464,4113,4385,2749,
-1001101170442,184005,4386,,
-1001093357968,13453,4387,,
-1001101806611,68943,4388,,
-1001076431027,37563,4389,,
-1001205641526,66101,4390,,
-1001673614390,4382,4391,,
-1001175084215,112961,4392,,
-1001296487842,52651,4398,,
-1001101170442,184006,4399,,
-1001149657308,86305,4400,,
